QID SF SYS ITER TIME
94 1000 cmr_time 3 2.3810000000000002
94 1000 spark_time 3 3.787
94 1000 cmr_time 4 2.1510000000000002
94 1000 spark_time 4 4.304
94 1000 cmr_ans_display_time 0 0.000237
94 1000 cmr_ans_display_time 1 0.000146
94 1000 cmr_ans_display_time 2 0.00020099999999999998
94 1000 cmr_ans_display_time 3 0.00015199999999999998
94 1000 cmr_ans_display_time 4 0.000154
95 1000 cmr_time 0 9.119
95 1000 spark_time 0 5.114
95 1000 cmr_time 1 1.3980000000000001
95 1000 spark_time 1 2.581
95 1000 cmr_time 2 1.327
95 1000 spark_time 2 2.1590000000000003
95 1000 cmr_time 3 1.494
95 1000 spark_time 3 1.993
95 1000 cmr_time 4 1.278
95 1000 spark_time 4 1.803
95 1000 cmr_ans_display_time 0 6.9e-05
95 1000 cmr_ans_display_time 1 1.8999999999999998e-05
95 1000 cmr_ans_display_time 2 1.3e-05
95 1000 cmr_ans_display_time 3 9e-06
95 1000 cmr_ans_display_time 4 8e-06
96 1000 cmr_time 0 31.396
96 1000 spark_time 0 65.528
96 1000 cmr_time 1 22.737000000000002
96 1000 spark_time 1 63.591
96 1000 cmr_time 2 22.154
96 1000 spark_time 2 63.877
96 1000 cmr_time 3 21.818
96 1000 spark_time 3 62.969
96 1000 cmr_time 4 22.419
96 1000 spark_time 4 64.611
96 1000 cmr_ans_display_time 0 0.000153
96 1000 cmr_ans_display_time 1 9.7e-05
96 1000 cmr_ans_display_time 2 0.00022999999999999998
96 1000 cmr_ans_display_time 3 0.000338
96 1000 cmr_ans_display_time 4 0.000126
97 1000 cmr_time 0 22.018
97 1000 spark_time 0 22.991
97 1000 cmr_time 1 12.335
97 1000 spark_time 1 17.701
97 1000 cmr_time 2 13.005
97 1000 spark_time 2 18.631
97 1000 cmr_time 3 12.357000000000001
97 1000 spark_time 3 21.366
97 1000 cmr_time 4 11.394
97 1000 spark_time 4 16.518
97 1000 cmr_ans_display_time 0 7.3e-05
97 1000 cmr_ans_display_time 1 1.7e-05
97 1000 cmr_ans_display_time 2 1.8e-05
97 1000 cmr_ans_display_time 3 2.3e-05
97 1000 cmr_ans_display_time 4 1.9999999999999998e-05
98 1000 cmr_time 0 68.733
98 1000 spark_time 0 132.331
98 1000 cmr_time 1 48.061
98 1000 spark_time 1 83.709
98 1000 cmr_time 2 38.158
98 1000 spark_time 2 96.183
98 1000 cmr_time 3 49.019
98 1000 spark_time 3 94.917
98 1000 cmr_time 4 29.98
98 1000 spark_time 4 100.851
98 1000 cmr_ans_display_time 0 9.4e-05
98 1000 cmr_ans_display_time 1 1.3e-05
98 1000 cmr_ans_display_time 2 1.4e-05
98 1000 cmr_ans_display_time 3 1.8e-05
98 1000 cmr_ans_display_time 4 2.1e-05
99 1000 cmr_time 0 10.383000000000001
99 1000 spark_time 0 5.875
99 1000 cmr_time 1 3.343
99 1000 spark_time 1 3.8930000000000002
99 1000 cmr_time 2 3.497
99 1000 spark_time 2 3.6790000000000003
99 1000 cmr_time 3 3.184
99 1000 spark_time 3 3.872
99 1000 cmr_time 4 3.2640000000000002
99 1000 spark_time 4 3.181
99 1000 cmr_ans_display_time 0 7.099999999999999e-05
99 1000 cmr_ans_display_time 1 1.7e-05
99 1000 cmr_ans_display_time 2 1.7e-05
99 1000 cmr_ans_display_time 3 1.4e-05
99 1000 cmr_ans_display_time 4 1.4999999999999999e-05
100 1000 cmr_time 0 16.611
100 1000 spark_time 0 21.024
100 1000 cmr_time 1 8.045
100 1000 spark_time 1 15.552
100 1000 cmr_time 2 8.276
100 1000 spark_time 2 16.353
100 1000 cmr_time 3 7.855
100 1000 spark_time 3 15.986
100 1000 cmr_time 4 7.789000000000001
100 1000 spark_time 4 16.456
100 1000 cmr_ans_display_time 0 9.9e-05
100 1000 cmr_ans_display_time 1 2.4e-05
100 1000 cmr_ans_display_time 2 1.7e-05
100 1000 cmr_ans_display_time 3 1.7e-05
100 1000 cmr_ans_display_time 4 1.8e-05
101 1000 cmr_time 0 10.573
101 1000 spark_time 0 6.644
101 1000 cmr_time 1 4.657
101 1000 spark_time 1 3.71
101 1000 cmr_time 2 4.747
101 1000 spark_time 2 3.759
101 1000 cmr_time 3 4.295
101 1000 spark_time 3 3.376
101 1000 cmr_time 4 4.5040000000000004
101 1000 spark_time 4 3.045
101 1000 cmr_ans_display_time 0 2.123462
101 1000 cmr_ans_display_time 1 2.064472
101 1000 cmr_ans_display_time 2 2.137205
101 1000 cmr_ans_display_time 3 2.083264
101 1000 cmr_ans_display_time 4 2.21863
102 1000 cmr_time 0 10.499
102 1000 spark_time 0 8.167
102 1000 cmr_time 1 3.629
102 1000 spark_time 1 4.586
102 1000 cmr_time 2 3.117
102 1000 spark_time 2 4.244
102 1000 cmr_time 3 3.08
102 1000 spark_time 3 4.099
102 1000 cmr_time 4 3.407
102 1000 spark_time 4 4.144
102 1000 cmr_ans_display_time 0 0.000197
102 1000 cmr_ans_display_time 1 0.00031
102 1000 cmr_ans_display_time 2 0.000145
102 1000 cmr_ans_display_time 3 0.00015099999999999998
102 1000 cmr_ans_display_time 4 0.000146
